temperature_2_m_above_gnd,relative_humidity_2_m_above_gnd,mean_sea_level_pressure_MSL,total_precipitation_sfc,snowfall_amount_sfc,total_cloud_cover_sfc,high_cloud_cover_high_cld_lay,medium_cloud_cover_mid_cld_lay,low_cloud_cover_low_cld_lay,shortwave_radiation_backwards_sfc,wind_speed_10_m_above_gnd,wind_direction_10_m_above_gnd,wind_speed_80_m_above_gnd,wind_direction_80_m_above_gnd,wind_speed_900_mb,wind_direction_900_mb,wind_gust_10_m_above_gnd,angle_of_incidence,zenith,azimuth
26.09,23,1016.8,0.0,0.0,0.0,0,0,0,425.42,6.41,231.84,6.92,231.34,5.86,227.49,9.36,62.930697,52.045087,92.179501
11.59,86,1016.5,0.0,0.0,100.0,100,100,100,281.24,15.58,33.69,17.28,35.68,15.68,31.87,20.88,23.841295,55.418152,151.89229
4.6,94,1022.2,0.0,0.0,51.0,63,51,0,16.02,8.91,194.04,7.93,177.4,9.61,192.99,7.2,87.619049,79.322816,82.619456
25.76,42,1015.8,0.0,0.0,10.0,0,10,10,725.35,14.26,169.82,14.97,170.31,14.26,169.82,15.12,21.71384,30.312473,154.42973
17.27,31,1025.3,0.0,0.0,4.5,15,0,0,328.41,11.97,164.29,13.28,167.47,13.01,165.58,20.16,49.264312,77.5619,223.56295
3.94,93,1007.5,2.2,0.0,100.0,0,100,100,56.96,10.39,165.96,12.22,166.37,10.39,165.96,12.24,44.003401,56.054645,123.66484
23.08,38,1017.4,0.0,0.0,0.6,2,0,0,598.08,6.41,231.84,6.92,231.34,6.13,229.76,9.0,48.537243,39.51342,105.28671
13.06,50,1016.0,0.0,0.0,10.2,34,4,0,583.84,27.42,273.76,30.26,272.05,26.64,270.77,34.2,23.465847,57.619721,205.52639
10.08,46,1026.4,0.0,0.0,0.0,0,0,0,532.22,8.53,27.65,8.4,30.96,7.59,31.43,5.76,59.212126,75.455559,240.74472
13.12,26,1026.5,0.0,0.0,0.9,3,0,0,455.68,4.61,38.66,5.62,39.81,5.19,33.69,9.36,43.903697,52.579297,121.30383
7.46,48,1017.9,0.0,0.0,100.0,0,0,100,314.17,38.52,0.54,46.1,1.79,38.54,1.61,44.28,38.796926,69.482147,216.58911
11.66,59,1014.3,0.0,0.0,7.0,0,0,7,834.82,22.04,308.37,23.05,308.66,20.97,309.43,21.96,26.028005,31.487418,216.02955
15.14,38,1011.4,0.0,0.0,100.0,43,100,0,85.44,11.46,223.73,20.38,234.34,10.8,216.87,28.44,73.255348,65.777967,89.871081
28.65,21,1015.6,0.0,0.0,100.0,28,100,4,349.77,7.99,277.77,8.56,284.62,7.86,285.95,11.52,49.800382,41.598405,104.61934
1.92,73,1034.2,0.0,0.0,0.0,0,0,0,0.0,15.48,178.67,31.7,178.05,21.25,178.06,22.32,59.11072,83.218833,127.75963
3.69,72,1024.0,0.0,0.0,31.0,15,1,31,0.0,23.83,175.67,34.52,172.21,24.16,176.58,29.88,102.98459,94.925056,76.530772
15.21,30,1021.1,0.0,0.0,0.0,0,0,0,820.58,30.17,144.22,34.07,144.46,30.26,145.18,32.76,34.244087,44.554355,229.20305
15.86,60,1018.4,0.0,0.0,0.0,0,0,0,2.67,22.55,171.74,40.01,164.34,24.34,172.35,36.36,87.997311,81.714827,84.522825
31.47,11,1021.3,0.0,0.0,28.0,14,28,0,871.31,24.22,228.01,27.0,227.16,24.7,226.77,42.84,23.407965,22.831981,189.38318
2.26,89,1024.7,0.0,0.0,100.0,0,0,100,62.3,3.55,336.04,2.62,344.05,2.9,352.87,10.44,87.961367,73.951219,76.414143
4.38,76,1034.8,0.0,0.0,0.0,0,0,0,106.8,15.5,177.34,29.63,175.12,20.21,175.91,15.84,33.017211,68.62586,151.96007
16.64,52,1016.0,0.0,0.0,6.6,22,0,0,250.09,18.72,178.9,22.68,179.09,19.09,177.84,11.52,73.823988,63.318831,86.522326
23.84,51,1015.9,0.0,0.0,0.0,0,0,0,649.7,17.94,169.59,19.0,170.18,17.94,169.59,18.0,32.729558,37.19837,130.96415
-1.85,86,1013.6,0.1,0.28,100.0,0,0,100,105.02,13.83,308.66,13.28,310.6,12.5,311.5,14.04,21.580768,62.43138,164.35537
6.86,95,1026.1,0.0,0.0,100.0,0,0,100,0.0,7.21,182.86,6.12,118.07,6.84,180.0,5.04,101.71394,86.617377,69.716689
29.39,20,1013.2,0.0,0.0,5.1,17,0,0,795.66,20.7,220.06,22.45,221.1,20.7,220.06,30.6,25.437931,26.629689,150.18607
12.73,28,1032.7,0.0,0.0,0.0,0,0,0,437.88,7.73,27.76,7.9,30.07,7.9,30.07,6.12,38.806557,70.583988,215.27631
15.4,48,1017.6,0.0,0.0,0.0,0,0,0,626.56,2.6,123.69,3.32,130.6,3.32,130.6,4.68,9.0969922,47.032374,167.70681
18.57,66,1016.7,0.0,0.0,0.0,0,0,0,314.17,21.97,181.88,24.88,183.32,21.97,181.88,24.84,59.159264,58.748136,104.03758
26.26,23,1015.2,0.0,0.0,0.0,0,0,0,914.03,14.29,310.91,14.02,311.88,12.98,313.88,11.16,26.368342,19.791238,189.90034
18.49,51,1006.5,0.0,0.0,65.0,76,65,0,518.87,37.14,191.75,44.01,193.24,37.21,192.29,53.64,33.053116,33.694026,130.09975
26.67,23,1018.6,0.0,0.0,11.7,39,0,0,657.71,17.99,199.89,19.26,200.81,17.78,201.37,23.4,66.674197,58.898,267.01991
20.51,32,1022.1,0.0,0.0,0.0,0,0,0,941.62,17.99,19.89,18.46,20.56,17.65,20.28,19.44,32.859264,22.981415,225.39902
15.49,58,1022.1,0.0,0.0,24.0,0,0,24,453.01,14.8,341.57,14.8,341.57,14.0,342.03,28.44,74.482955,83.052225,254.96237
24.72,28,1012.1,0.0,0.0,0.0,0,0,0,663.94,13.4,329.3,13.22,330.64,12.88,333.43,16.56,49.495834,56.349318,243.94777
17.27,67,1017.0,0.0,0.0,0.0,0,0,0,252.76,1.94,291.8,1.8,306.87,1.61,296.57,6.12,75.924523,62.143342,82.035424
20.36,32,1026.9,0.0,0.0,0.6,2,0,0,784.98,15.89,13.09,16.33,14.04,14.84,14.04,16.56,32.990376,46.471318,226.50552
3.11,94,1011.8,0.0,0.0,100.0,100,33,100,18.69,6.88,6.01,8.43,19.98,6.57,9.46,11.52,73.848279,77.371561,100.33997
-3.08,94,1017.7,0.0,0.07,100.0,0,0,100,121.04,42.18,15.34,47.93,17.48,41.84,15.47,55.8,33.074579,67.045387,149.75625
3.65,33,1035.4,0.0,0.0,0.0,0,0,0,108.58,4.68,270.0,3.89,56.31,3.76,286.7,14.04,32.848282,68.820648,152.53769
19.87,50,1012.4,0.0,0.0,10.0,0,0,10,723.57,14.4,1.43,14.04,1.47,13.32,1.55,12.96,17.116055,34.948464,159.16201
11.18,67,1020.4,0.0,0.0,3.3,11,0,0,321.29,26.49,211.1,32.55,212.81,27.6,210.58,25.56,49.103443,77.367273,223.54563
16.92,48,1027.0,0.0,0.0,0.0,0,0,0,583.84,14.49,333.43,15.78,332.85,14.18,336.04,18.0,29.263435,45.66013,138.57267
14.39,99,1015.7,0.0,0.0,0.0,0,0,0,0.0,5.12,309.29,11.72,317.49,5.86,312.51,9.36,104.09494,87.020861,66.617976
32.39,7,1012.7,0.0,0.0,44.0,0,44,0,854.4,17.1,220.73,18.36,221.82,16.83,221.53,32.04,21.508652,24.288832,183.38262
19.67,38,1017.7,0.0,0.0,2.0,0,0,2,901.57,15.62,25.97,15.95,28.3,15.14,28.39,15.12,25.88128,20.300911,189.92427
28.39,16,1017.4,0.0,0.0,10.0,0,10,0,663.05,13.21,162.55,13.9,163.44,13.1,164.05,11.16,67.385838,55.519105,271.46856
12.05,72,1023.3,0.0,0.0,5.0,0,0,5,433.43,14.49,14.38,15.38,16.31,13.8,15.12,22.68,62.239627,50.536541,91.8308
15.61,38,1022.1,0.0,0.0,0.0,0,0,0,231.4,23.51,139.97,31.04,142.07,25.13,141.98,28.08,91.871898,85.128604,277.55666
0.68,94,1029.7,0.0,0.0,100.0,0,0,100,0.0,7.42,337.17,8.05,349.7,7.52,343.3,16.92,101.8594,84.722914,67.409934
27.71,22,1016.7,0.0,0.0,0.0,0,0,0,504.63,18.72,358.9,19.08,360.0,18.0,1.15,27.72,78.309909,69.449955,273.91101
9.21,44,1027.0,0.0,0.0,0.0,0,0,0,436.99,10.95,9.46,11.01,11.31,10.31,12.09,12.6,48.438368,76.516256,223.50976
16.34,39,1019.7,0.0,0.0,0.0,0,0,0,88.11,23.18,173.76,34.81,169.27,24.25,174.04,34.2,88.694164,72.956448,74.191147
8.73,92,1022.9,0.0,0.0,100.0,0,0,100,59.63,8.12,347.2,9.06,353.16,7.64,351.87,18.72,89.116371,72.939182,73.52121
18.63,58,1009.4,0.0,0.0,4.8,16,0,0,620.33,25.98,169.62,29.3,169.38,26.41,169.0,33.12,22.002504,53.862988,206.66098
27.06,36,1014.6,0.0,0.0,0.0,0,0,0,807.23,22.61,193.82,23.49,195.1,21.83,193.35,20.52,26.130741,25.934449,149.36033
17.17,69,1017.0,0.0,0.0,0.0,0,0,0,0.0,25.77,167.91,40.1,163.84,26.83,168.39,29.88,102.55978,92.891328,75.077847
12.06,68,1020.8,0.0,0.0,16.0,44,16,0,131.72,15.73,164.05,22.93,157.86,14.93,164.62,26.64,52.995398,71.966959,124.74558
3.76,57,1012.6,0.0,0.0,10.0,0,0,10,226.06,54.94,15.58,59.49,15.8,54.94,15.58,84.96,73.607072,76.20719,260.46592
11.04,64,1019.2,0.0,0.0,10.0,1,0,10,415.63,21.57,14.5,23.59,15.95,21.22,14.74,27.72,38.827356,70.349342,215.59857
24.62,26,1019.4,0.0,0.0,6.9,23,0,0,827.7,24.29,173.19,26.8,173.83,24.25,174.04,25.92,25.066714,24.974799,154.37484
17.3,48,1017.4,0.0,0.0,100.0,23,100,0,414.74,23.93,164.29,27.25,164.68,23.93,164.29,24.12,37.307474,62.922854,221.19601
9.74,92,1017.3,0.0,0.0,2.0,0,0,2,12.46,9.66,333.43,16.24,356.19,10.64,336.04,18.36,89.25384,79.398883,80.319962
10.82,44,1020.9,0.0,0.0,0.0,0,0,0,444.11,15.54,13.39,16.52,16.46,15.63,14.68,23.76,60.7384,51.149644,94.828189
17.91,44,1017.7,0.0,0.0,0.0,0,0,0,743.15,14.17,27.22,14.69,30.96,14.2,30.47,11.16,36.208127,29.861,124.04158
8.14,83,1008.0,0.2,0.0,100.0,0,100,100,147.74,8.89,68.63,9.35,74.36,8.77,70.82,14.04,14.656259,42.528909,159.30176
30.61,13,1015.2,0.0,0.0,0.0,0,0,0,742.26,14.8,221.05,15.58,220.31,14.57,219.99,24.12,38.535866,30.26568,119.37225
10.98,72,1010.5,0.0,0.0,100.0,100,100,0,116.59,3.89,123.69,5.0,120.26,4.51,118.61,10.08,75.345752,61.821958,82.595703
11.69,69,1015.5,0.0,0.0,100.0,0,10,100,318.62,13.55,286.99,14.15,284.74,12.66,284.83,14.4,23.185327,34.590618,212.22912
20.83,51,1012.5,0.0,0.0,100.0,100,100,10,373.8,12.14,191.98,13.01,194.42,12.14,191.98,15.48,29.656611,40.690052,136.51848
18.32,31,1016.4,0.0,0.0,0.0,0,0,0,498.4,5.04,360.0,4.69,4.4,4.74,8.75,21.6,80.522298,70.838228,275.76078
18.94,35,1026.4,0.0,0.0,0.0,0,0,0,933.61,28.76,34.29,31.76,35.31,27.76,33.9,32.4,30.082388,27.091425,221.87901
7.68,80,1004.2,0.7,0.0,100.0,0,0,100,302.6,30.75,25.67,32.36,27.14,31.24,27.45,33.12,14.899849,41.333094,159.15237
29.93,26,1014.2,0.1,0.0,10.0,0,10,10,464.58,13.44,200.38,13.1,200.92,12.07,197.35,18.72,24.194366,27.86472,151.64308
18.11,49,1018.3,0.0,0.0,0.0,0,0,0,682.63,20.27,326.59,20.97,325.49,18.97,326.61,31.68,33.96347,35.861677,128.66961
32.26,18,1017.7,0.0,0.0,0.0,0,0,0,735.14,12.66,194.83,13.1,195.95,12.57,193.24,14.76,38.855885,29.262622,118.57059
18.72,45,1012.4,0.0,0.0,100.0,0,100,3,317.73,4.02,10.3,3.42,18.43,3.32,12.53,6.12,27.522016,43.484356,140.40687
10.72,40,1025.9,0.0,0.0,100.0,100,100,0,323.96,33.97,167.14,42.53,166.79,34.6,167.99,41.4,25.718551,66.159443,197.74785
32.01,15,1014.8,0.0,0.0,100.0,100,100,0,405.84,21.54,279.62,23.22,277.13,21.08,277.85,33.12,65.970803,54.392781,270.35727
5.59,85,1017.0,0.0,0.0,34.0,18,16,34,90.78,28.41,171.25,37.14,168.25,28.0,171.87,27.36,73.319083,72.708599,96.569662
4.93,57,1021.8,0.0,0.0,100.0,0,39,100,158.42,21.87,302.91,25.87,301.92,24.46,302.99,30.6,31.439818,60.809929,145.46554
12.25,36,1031.2,0.0,0.0,9.3,31,1,0,270.56,12.65,175.1,14.83,174.43,13.4,173.83,8.64,31.468403,68.427702,154.47943
2.91,53,1022.3,0.0,0.0,0.0,0,0,0,358.67,10.51,51.95,11.09,54.25,10.8,53.13,14.4,29.328928,50.58616,140.81096
3.93,61,1030.7,0.0,0.0,10.0,0,0,10,458.35,53.07,36.17,56.67,36.21,53.86,36.03,51.84,30.109689,59.344016,213.92621
1.44,79,1013.6,0.3,0.0,100.0,0,100,100,73.87,32.43,272.54,35.01,274.13,31.35,272.63,39.96,32.40125,64.160846,147.43533
12.93,37,1021.6,0.0,0.0,0.0,0,0,0,364.9,26.3,182.35,30.65,183.37,26.29,181.57,33.84,22.239604,65.01937,168.59558
4.5,31,1024.7,0.0,0.0,0.0,0,0,0,478.82,7.79,303.69,7.9,300.07,7.1,300.47,11.88,22.434327,63.15475,196.17407
16.33,50,1022.1,0.0,0.0,0.0,0,0,0,456.57,15.04,21.04,15.98,22.52,14.71,21.54,19.44,51.699118,70.452114,234.86952
22.72,41,1016.4,0.0,0.0,0.0,0,0,0,731.58,8.89,21.37,8.7,24.44,8.37,25.46,8.64,38.800642,28.966081,118.64656
26.07,22,1013.9,0.0,0.0,100.0,18,100,0,679.07,14.59,285.75,14.41,282.99,13.63,282.2,14.76,34.924232,46.513106,229.31063
3.95,81,1016.5,0.0,0.0,9.6,32,0,0,19.58,10.63,208.3,12.6,233.13,10.46,206.57,9.72,87.591353,78.837414,82.158154
26.41,26,1020.1,0.0,0.0,0.0,0,0,0,913.14,9.73,218.99,9.96,220.6,9.45,220.36,9.0,28.12382,17.759728,186.81016
10.02,54,1021.0,0.0,0.0,23.0,13,23,3,178.0,22.46,173.56,25.01,173.39,22.46,173.56,30.6,22.311388,65.055064,168.47571
0.07,63,1029.3,0.0,0.0,0.0,0,0,0,181.56,3.55,293.96,3.6,306.87,2.41,296.57,4.68,31.948186,62.574755,146.44604
30.08,22,1014.6,0.0,0.0,0.0,0,0,0,861.52,10.85,5.71,10.24,10.12,10.24,10.12,29.88,21.240051,24.564478,183.41863
8.78,74,1001.3,0.0,0.0,100.0,28,0,100,390.71,48.94,296.19,62.95,296.13,48.78,296.75,72.36,13.958742,58.446545,179.59682
13.3,77,1013.9,0.0,0.0,0.0,0,0,0,0.0,3.55,293.96,14.69,300.96,2.41,296.57,4.68,104.10299,86.604599,66.141875
15.59,50,1015.8,0.0,0.0,100.0,0,100,0,327.52,34.11,134.14,42.26,135.0,35.13,135.0,43.92,52.186529,73.210122,232.82837
26.89,20,1018.8,0.0,0.0,0.0,0,0,0,839.27,23.75,165.96,25.15,166.76,23.31,166.61,18.72,29.558861,20.798386,148.50608
2.12,90,997.5,0.8,0.63,100.0,0,100,100,0.0,36.93,316.97,49.16,317.08,36.95,317.76,51.48,60.418493,80.608283,122.84624
7.71,34,1022.6,0.0,0.0,0.0,0,0,0,732.47,21.27,33.96,22.77,34.7,21.27,33.96,26.28,45.57342,59.939252,235.53551
4.57,79,1015.4,0.3,0.0,100.0,0,100,100,92.56,24.93,107.65,28.24,109.36,25.28,109.98,36.36,44.117378,57.468644,124.57325
4.49,63,1029.2,0.0,0.0,0.0,0,0,0,307.94,12.62,356.73,13.32,358.45,12.98,356.82,19.44,20.576122,60.666838,163.35977
5.83,61,1028.5,0.0,0.0,90.0,100,90,0,0.0,14.97,189.69,22.39,216.5,18.84,186.58,18.72,70.619985,91.518713,119.73139
-2.85,92,1018.9,0.0,0.0,3.0,0,0,3,0.0,34.17,343.47,48.47,344.93,34.76,344.38,48.24,60.116696,75.375645,117.87772
21.37,45,1016.7,0.0,0.0,0.0,0,0,0,592.74,8.37,25.46,8.4,30.96,8.4,30.96,8.28,50.023286,39.574216,102.74475
19.98,49,1025.9,0.0,0.0,0.0,0,0,0,485.94,18.33,160.5,20.15,161.24,17.76,162.3,17.64,38.250639,66.573154,218.97927
22.5,29,1013.9,0.0,0.0,13.0,0,13,0,851.73,11.38,341.57,10.59,342.18,10.14,343.5,19.44,25.020674,30.578454,213.30165
-3.49,92,1013.1,0.0,0.0,100.0,0,0,100,0.0,30.06,353.81,37.48,357.25,29.66,354.43,45.72,88.480866,87.476735,89.629042
13.63,58,1023.4,0.0,0.0,0.0,0,0,0,607.87,20.12,26.57,21.58,27.85,19.8,27.03,24.12,49.638076,39.295543,103.21372
12.0,81,1023.3,0.0,0.0,100.0,21,60,100,206.48,1.84,168.69,1.84,168.69,1.8,180.0,9.0,38.956164,66.446368,139.82303
18.9,41,1002.2,0.0,0.0,24.0,44,24,0,484.16,50.03,212.66,63.7,213.24,51.33,212.69,70.92,80.408265,71.157269,275.26108
28.5,17,1015.5,0.0,0.0,10.0,4,10,0,806.34,8.22,118.81,8.37,115.46,7.9,114.23,10.08,42.382053,33.119551,247.27761
9.18,49,1028.1,0.0,0.0,0.0,0,0,0,218.05,6.29,193.24,7.97,198.43,5.86,190.62,2.52,39.878663,68.981419,141.14027
7.62,58,1025.0,0.0,0.0,0.0,0,0,0,313.28,20.77,351.03,24.03,351.38,20.77,351.03,24.48,107.86229,117.92459,215.03395
31.89,16,1013.5,0.0,0.0,0.0,0,0,0,906.02,15.28,304.44,14.88,302.15,13.98,304.51,20.88,28.886051,25.594042,217.56253
13.37,58,1023.6,0.0,0.0,100.0,100,100,0,534.0,24.69,314.41,27.24,314.46,23.93,313.78,30.96,44.658391,63.735465,231.03639
4.97,71,1018.3,0.1,0.0,100.0,0,4,100,404.06,31.58,133.15,34.9,132.91,32.59,134.1,32.4,14.50776,43.726326,159.45179
-2.87,87,1009.8,0.0,0.0,100.0,0,0,100,239.41,61.18,353.92,66.88,354.75,61.11,354.59,66.24,19.506537,58.812419,162.56645
13.83,58,1019.9,0.0,0.0,100.0,0,10,100,194.91,8.4,329.04,8.65,343.07,8.31,342.35,11.52,24.762787,32.8512,214.3097
16.31,40,1023.1,0.0,0.0,0.0,0,0,0,925.6,27.56,19.86,29.5,19.98,27.1,19.4,32.76,29.907092,27.290093,221.61774
8.48,53,1028.4,0.0,0.0,6.0,18,6,0,262.55,9.01,177.71,9.39,175.6,9.03,175.43,2.52,32.282477,68.856236,153.61682
11.86,26,1036.5,0.0,0.0,100.0,100,100,0,400.5,5.69,18.43,6.3,30.96,6.3,30.96,9.72,24.953054,65.591365,197.12913
18.91,44,1029.0,0.0,0.0,3.9,13,0,0,446.78,9.0,360.0,8.64,360.0,8.29,2.49,9.36,38.757422,69.140167,216.92577
11.74,61,1017.2,0.0,0.0,6.9,23,0,0,0.0,9.83,203.75,11.09,215.75,10.64,203.96,9.36,86.750769,83.604397,88.208917
7.64,53,1028.3,0.0,0.0,100.0,0,50,100,375.58,16.24,347.2,17.38,346.83,16.17,348.44,22.68,26.404509,64.421401,202.09802
14.7,73,1009.8,0.0,0.0,10.0,8,0,10,300.82,16.42,154.0,18.68,154.92,16.75,154.54,15.12,62.951564,77.123454,244.4573
5.04,65,1023.6,0.0,0.0,2.0,0,0,2,596.3,33.04,168.69,34.39,169.75,33.68,169.53,32.76,30.651784,61.458021,212.71474
1.71,79,1010.5,0.4,0.14,100.0,0,71,100,136.17,41.94,327.26,46.98,329.11,42.05,327.94,52.2,56.223037,79.484072,232.11495
6.32,80,1014.6,0.0,0.0,100.0,0,0,100,355.11,19.09,314.24,21.9,313.67,18.84,313.45,22.68,58.882659,55.806188,101.87508
12.14,89,1019.5,0.0,0.0,100.0,0,0,100,0.0,12.07,349.7,13.36,345.96,12.02,351.38,14.76,103.68805,89.773752,70.208189
9.67,59,1016.3,0.0,0.0,2.0,0,0,2,788.54,13.08,352.09,12.07,349.7,11.25,352.65,15.84,19.773747,31.512384,157.45128
32.24,15,1015.0,0.0,0.0,3.0,10,0,0,525.99,20.89,271.97,23.4,270.0,21.24,270.0,21.96,79.463302,65.688273,279.6276
11.06,66,1008.1,0.3,0.0,100.0,100,100,100,276.79,7.34,281.31,7.56,270.0,6.84,270.0,22.68,31.875268,35.82248,132.26161
25.06,21,1019.2,0.0,0.0,0.0,0,0,0,631.01,11.3,322.77,10.8,323.13,10.09,325.18,12.24,49.812026,59.778643,241.66146
3.41,39,1032.0,0.0,0.0,0.0,0,0,0,1.78,9.57,199.8,6.79,212.01,10.48,195.95,5.4,59.572554,71.4053,114.81719
20.19,35,1025.3,0.0,0.0,0.0,0,0,0,679.07,26.71,37.33,30.25,38.23,27.22,37.48,27.72,67.022197,58.017267,268.4094
8.72,60,1018.1,0.0,0.0,100.0,86,100,0,466.36,21.86,287.24,22.9,286.44,20.28,286.5,29.16,16.814173,55.431768,197.08085
19.13,22,1015.5,0.0,0.0,41.0,0,41,0,414.74,14.06,2.94,15.19,5.44,13.76,6.01,15.84,74.497482,74.32506,263.56102
31.94,17,1012.6,0.0,0.0,0.0,0,0,0,879.32,12.82,308.16,12.31,307.87,11.81,307.57,15.12,39.345881,33.744161,241.37657
22.93,24,1020.6,0.0,0.0,0.0,0,0,0,696.87,7.99,324.16,7.49,324.78,6.99,325.49,8.28,11.976235,40.838078,163.97669
28.64,25,1016.3,0.0,0.0,0.0,0,0,0,776.08,19.08,358.92,19.44,360.0,18.36,1.12,27.0,50.368209,47.008998,252.31265
26.57,22,1016.9,0.0,0.0,0.0,0,0,0,732.47,11.66,171.12,12.07,169.7,11.72,169.38,15.12,49.54214,51.302215,247.86228
0.89,93,1017.9,0.0,0.0,100.0,0,100,100,14.24,29.53,170.88,40.07,171.21,29.83,171.67,40.32,59.127952,68.131676,112.41036
-0.66,73,1022.2,0.0,0.0,100.0,1,57,100,0.0,29.35,326.5,32.87,331.19,29.08,328.67,39.6,88.441247,87.170996,89.379697
13.86,37,1020.2,0.0,0.0,0.0,0,0,0,922.93,20.28,16.5,20.72,17.18,19.24,17.42,23.04,24.949988,21.262983,189.81815
1.86,69,1016.5,0.0,0.0,10.0,0,0,10,299.93,42.33,303.55,43.33,303.82,41.04,303.55,45.36,22.626764,63.360918,196.2109
14.54,37,1025.9,0.0,0.0,4.2,14,0,0,493.06,12.37,8.37,12.78,9.73,12.07,10.3,15.48,14.723681,47.687125,159.97943
0.89,57,1020.5,0.0,0.0,100.0,0,0,100,432.54,25.96,45.0,26.23,46.67,25.21,46.74,26.28,44.99878,69.487848,226.06199
7.25,56,1021.1,0.0,0.0,10.0,0,0,10,488.61,15.55,275.31,16.58,272.49,15.48,271.33,18.36,9.957474,54.164189,179.28444
8.07,94,1014.9,0.0,0.0,0.0,0,0,0,0.0,6.7,53.75,15.38,57.43,7.24,63.43,16.2,82.389625,91.32062,102.14321
25.85,25,1013.0,0.4,0.0,100.0,0,100,80,319.51,11.62,253.81,12.52,251.57,11.5,249.86,12.24,27.7512,18.295459,189.13075
12.45,26,1032.6,0.0,0.0,0.0,0,0,0,485.05,7.42,22.83,7.41,29.05,7.41,29.05,6.48,26.662638,65.192609,201.39955
6.36,44,1016.9,0.0,0.0,58.0,0,58,10,511.75,14.51,7.13,14.56,8.53,13.8,7.5,18.72,60.61562,69.678393,248.27084
17.38,38,1022.7,0.0,0.0,10.0,0,10,10,808.12,25.26,147.22,27.97,148.15,25.19,149.04,32.76,35.181773,43.252812,231.15994
15.84,48,1015.3,0.0,0.0,16.0,0,0,16,650.59,16.49,323.88,16.49,323.88,15.48,324.46,18.72,20.227662,31.786307,156.01934
4.36,94,1033.8,0.0,0.0,0.0,0,0,0,0.0,15.91,185.19,32.14,175.5,21.97,181.88,25.2,67.7104,86.043398,117.94223
4.19,77,1023.3,0.0,0.0,56.0,0,0,56,239.41,2.88,360.0,2.55,8.13,2.55,8.13,9.72,74.089478,62.761807,85.539046
11.49,60,1027.4,0.0,0.0,100.0,100,100,0,218.05,15.63,187.94,16.75,188.65,15.58,186.63,14.04,38.560858,71.240893,214.04236
16.51,40,1029.5,0.0,0.0,0.0,0,0,0,448.56,7.63,19.29,7.75,21.8,7.42,22.83,7.56,26.809386,65.88566,200.55755
12.91,43,1012.4,0.0,0.0,10.0,0,10,10,525.1,10.9,262.41,11.3,260.84,10.66,258.31,12.6,50.233904,51.686857,248.60226
26.79,36,1010.7,0.0,0.0,10.0,0,10,10,810.79,9.26,346.5,8.47,347.74,8.47,347.74,14.4,23.271505,22.494033,183.26601
12.0,44,1018.3,0.0,0.0,0.0,0,0,0,707.55,18.33,315.0,18.84,313.45,17.31,315.0,22.32,32.305471,34.985913,131.47009
26.19,32,1016.5,0.0,0.0,0.0,0,0,0,631.9,7.59,174.56,7.95,174.81,7.59,174.56,8.28,30.766072,39.384742,134.52679
31.79,19,1011.7,0.0,0.0,0.0,0,0,0,685.3,13.39,306.25,13.48,304.11,12.89,305.91,14.76,64.934845,55.561085,267.57638
16.72,41,1013.6,0.0,0.0,0.0,0,0,0,894.45,29.69,22.83,32.57,23.45,29.83,23.47,26.64,41.142762,35.619621,243.95642
13.09,45,1018.8,0.0,0.0,0.9,3,0,0,0.0,28.24,168.98,43.15,167.47,29.72,168.83,27.36,116.12896,93.464247,55.703086
16.64,33,1029.2,0.0,0.0,100.0,100,100,0,330.19,17.23,169.16,20.77,171.03,18.64,169.99,15.12,37.97603,71.433565,212.80562
-4.29,83,1030.0,0.0,0.0,0.0,0,0,0,24.03,2.41,243.43,6.44,26.57,2.74,203.2,8.28,46.068839,69.933108,132.8112
2.45,44,1034.6,0.0,0.0,0.0,0,0,0,423.64,15.46,24.78,15.51,21.8,14.37,22.07,26.28,15.19911,59.743863,179.87309
9.28,88,1019.2,0.0,0.0,100.0,0,0,100,0.0,12.9,292.99,18.36,295.56,15.72,290.1,21.6,101.71517,86.796758,69.909583
8.07,82,1013.0,0.3,0.0,51.0,100,51,9,97.01,28.44,179.27,36.72,180.56,28.8,179.28,36.0,53.071463,73.926789,126.61178
11.17,45,1025.9,0.0,0.0,100.0,18,100,100,188.68,19.3,194.04,24.38,196.29,19.91,192.53,25.56,31.34961,68.342866,154.57227
30.68,20,1016.4,0.2,0.0,10.0,0,10,0,690.64,17.58,202.89,18.53,204.08,17.73,203.96,18.0,49.668623,50.174659,248.89047
20.5,39,1017.9,0.0,0.0,100.0,100,100,0,352.44,9.01,177.71,10.08,180.0,9.73,177.88,13.68,51.75516,70.746479,234.66387
19.84,84,1014.9,0.0,0.0,14.7,49,7,4,120.15,23.04,180.0,29.16,180.0,23.76,180.0,27.36,73.093462,70.792141,95.034868
34.42,15,1016.8,0.0,0.0,0.0,0,0,0,894.45,5.35,160.35,6.15,159.44,6.15,159.44,10.08,40.521166,32.652097,243.91883
32.26,24,1012.3,0.0,0.0,10.0,0,10,0,620.33,23.17,225.63,25.48,227.29,23.18,226.89,36.0,64.359514,57.169853,265.15085
10.63,44,1028.7,0.0,0.0,0.0,0,0,0,450.34,21.31,164.32,25.23,165.96,20.87,165.0,18.72,47.670941,75.493205,223.51827
16.3,53,1020.0,0.0,0.0,30.0,57,30,0,433.43,23.84,154.98,27.38,155.12,24.01,156.12,27.0,24.128808,56.992322,152.85074
